reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
7236ef26-3fdc-4bc6-bb2a-1fb7d416dc0c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mantap jos pokoknya,, tpi kurang 1 sii klo bisa adain emas jugaa .. kaya apk sebelah .. biar enak 😁😁",5,0,4.1.10,2025-02-05 23:24:41,Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Saran dari kakak akan kita sampaikan ke tim terkait guna menjadi bahan pertimbangan ke depannya. Reku juga akan terus berupaya untuk berikan pelayanan terbaik. pantau terus Pusat Informasi dan Sosial Media Reku agar tidak ketinggalan informasi terbaru ya. 😊,2025-02-06 00:30:25,4.1.10
a0a786ad-0f6b-44f6-8132-579b9f76eba9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Deposit lama masuk termasuk salah satu apk yang paling buruk menurut gua untuk kripto dan saham,1,0,4.2.00,2025-02-05 18:44:49,"Hai Sobat Reku! Mohon maaf atas ketidaknyamanannya. Kita informasikan Deposit Aset Kripto dan IDR akan diproses dengan Estimasi 15 Menit jika transaksi tersebut sudah berhasil terkirim, kalau kakak mengalami kendala Deposit bisa menghubungi kita di Livechat 24/7 http://reku.id/livechat kita bantu pengecekan agar kendalanya cepat terselesaikan. 😊",2025-02-05 19:04:12,4.2.00
1da3e6aa-e95d-42e2-9e16-1c8cdf1fa521,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mgkn saya tdk paham sama ini aplikasi atau kurang beruntung...😞😥,1,0,4.1.10,2025-02-05 12:53:22,"Hai Sobat Reku! Untuk pelajari semua fitur di Reku, bisa akses Learning Hub yang ada di Beranda aplikasi Reku ya, di Learning Hub terdapat berbagai tutorial serta artikel dan blog edukatif yang dibuat oleh tim Reku. Selain itu bisa hubungi Customer Success Reku di www.reku.id/livechat kalau ada pertanyaan, kami akan dengan senang hati membantu. 😊",2025-02-05 13:12:28,4.1.10
3d7834b0-0232-49c4-9f5e-0f376253d9a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu ❤,5,0,4.1.10,2025-02-05 10:13:47,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Kami senang kakak merasa terbantu dengan layanan kami. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya!😊",2025-02-05 10:48:11,4.1.10
d5a9fffd-8873-451a-ba53-e7db089cde17,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,simple banget. enak buat newbe seperti aku,5,0,4.1.10,2025-02-04 21:54:26,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Senang rasanya bisa memberikan kesan baik untuk Kakak. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya Sobat!😊",2025-02-04 22:13:10,4.1.10
fdb81962-fe55-4e3a-b28e-43c9113fc7d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagua tp msh butuh pbaikan,4,0,4.1.10,2025-02-04 16:49:15,"Halo Sobat Reku! Terima kasih atas penilaiannya dan masukannya, pastinya kita akan terus memperbarui Aplikasi Reku agar membuat nyaman Pengguna Reku ya kak, pastikan juga selalu meng-Update Aplikasi Reku versi terbaru ya kak. Selamat bertransaksi semoga untung terus ya kak😊",2025-02-04 17:10:45,4.1.10
6bc87e18-ffb0-448e-9790-de7544631bf4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Menurut saya apk reku mantab banget cmn kurang banyak aja pilihan aset kriptonya, tolong perbanyak lgi aset kriptonya listing meme coin khususnya dri meme coin solana",5,0,4.1.10,2025-02-04 13:58:53,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya! Senang bisa tau kalau kakak suka dengan aplikasi Reku. Saran dari kakak juga pastinya akan kami sampaikan ke tim manajemen kami agar dijadikan bahan pertimbangan ya, jadi nantikan terus update listing terbaru di Reku. Semoga sehat selalu kak!😊",2025-02-04 15:31:19,4.1.10
440a872d-6721-466e-9c7a-6566874da52c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Reku adalah apk crypto terbaik yg pernah saya coba. Isilah usernme ini 🤌barokah🤌agar akunmu aktif ya.. Tampilannya simpel fiturnya lengkap, dan proses transaksinya cepat. Cocok buat pemula maupun yg sudah pengalaman, keamanan jg terjamin jadi aman untuk inves jangka panjang. Kalo untuk minusnya cuma 1,agak ribet jika ingin mengetahui profit suatu portofolio yg harus buka layer to layer, kedepannya semoga lebih berkembang dan lebih maju lagi apk nya .",5,1,4.2.00,2025-02-04 13:39:10,"Hai Sobat Reku! Terima kasih atas penilaian baiknya ya! Kami senang kakak suka menggunakan aplikasi Reku. Tentunya masukan dari kakak tentang Portfolio akan disampaikan ke tim manajemen kami agar dijadikan bahan pertimbangan untuk perkembangan Reku ke depannya ya. Semoga sehat selalu, dan terima kasih sudah setia pakai Reku!😊",2025-02-04 13:57:48,4.2.00
e3af14ce-5c0a-434a-8b7b-827a7900783a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best,5,0,3.2.01,2025-02-04 11:34:42,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Senang rasanya bisa memberikan kesan baik untuk Kakak. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya Sobat!😊",2025-02-04 11:48:39,3.2.01
cccebe1a-d6fc-4737-93f3-3db8e9229525,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,4.1.10,2025-02-04 03:11:05,"Hello Sobat Reku! Thank you for the 5-star rating. We are happy that you enjoy using the Reku application. Reku will also continue to strive to provide the best service for comfort, convenience and security in transactions. Thank you for your support for Reku.😊",2025-02-04 08:07:16,4.1.10
bd19b32f-261e-4588-894f-c1ec3501e7ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mudah mudahan bermanfaat bagi umat manusia banyak, barokah",5,0,,2025-02-03 16:08:25,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Senang rasanya kakak puas suka pakai aplikasi Reku. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya.😊",2025-02-03 18:02:22,
e0a939a6-4b69-4546-ab62-3138ee765ef6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,3.2.07,2025-02-03 15:39:56,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Senang rasanya kakak puas suka pakai aplikasi Reku. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya.😊",2025-02-03 16:06:20,3.2.07
7df8e7c0-7439-4ee6-a919-65bb1c4535f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa koin maneki ga bisa di trade?saya mau bikin laporan ke live chat gabisa,buffer mulu,gajelas",1,0,4.1.10,2025-02-03 14:37:36,"Hai Sobat Reku, untuk MANEKI Delisting dari Reku, berkaitan dengan implementasi POJK No. 27/2024 yang menyatakan pedagang aset kripto di Indonesia tidak dapat melakukan perdagangan untuk aset yang tidak terdaftar menurut PERBA No. 1/2025 ya. Untuk menghubungi kami juga bisa lewat Instagram Reku_id atau Facebook Reku.id ya agar bisa kami bantu. 😊",2025-02-03 15:22:08,4.1.10
9b44c2eb-ef12-4465-9d22-45068aa95052,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok dlu,3,0,4.1.10,2025-02-03 10:36:05,"Hai Sobat Reku! Terima kasih untuk penilaiannya ya. Kalau mau pelajari seputar fitur Reku, di bagian Beranda aplikasi Reku ada Learning Hub loh, dan disitu ada beberapa menu yang bisa diakses untuk lihat berbagai tutorial ataupun artikel/blog yang sudah dibuat oleh Reku ya! Kalau ada kendala, bisa ke www.reku.id/livechat supaya bisa dibantu ya!",2025-02-03 11:36:06,4.1.10
cac7662d-70e3-4899-b841-6dfc62b5babe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"its work, very very good",5,0,4.1.10,2025-02-03 08:18:52,"Halo Sobat Reku! Terima kasih atas penilaian bintang 5 nya ya. Senang rasanya kakak puas suka pakai aplikasi Reku. Reku juga akan terus berupaya untuk berikan pelayanan terbaik demi kenyamanan, kemudahan dan keamanan dalam bertransaksi. Semoga sehat selalu ya.😊",2025-02-03 08:53:42,4.1.10
1394027b-0984-435e-87f5-22799639bb89,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Makin turun awal doang bagus lama lama rugi jgn pke reku,1,0,,2025-02-03 00:00:18,"Halo Sobat Reku, Kita turut sedih atas penilaian yang kakak berikan, kita akan bantu infokan pergerakan harga Aset Kripto sangat fluktuatif, harga nya bisa berubah secara signifikan. Pergerakan harga Aset Kripto dipengaruhi oleh banyak faktor yang dapat kakak gali informasinya melalui https://reku.id/analysis atau media informasi lainnya ya.
",2025-02-03 00:11:40,
